id_tramite,nombre_solicitante,dni_solicitante,fecha_solicitud,tipo_tramite,area_responsable,canal_entrada,monto_asociado,documentos_completos,solicitante_declara_urgencia,dias_desde_solicitud,prioridad
2232,Mario Santos-Bernal,10.78274280/y0w6e63,2025-05-12,Pago de Impuestos,Tesorería,Presencial,1734.03,True,False,50,Media
2233,Alondra Crespi-Arcos,10.67694272/e9h8d48,2025-06-19,Reclamo de Servicio,Seguridad Ciudadana,Telefónico,0.0,True,False,12,Media
2234,Concepción Varela Pérez,10.66493442/a6d6r23,2025-05-21,Permiso para Evento Público,Tesorería,En Línea,455.44,True,False,41,Media
2235,Raimundo Guardia Quiroga,10.14838325/m4g7v68,2025-06-24,Licencia de Funcionamiento,Tesorería,Telefónico,745.52,False,False,7,Alta
2236,Victorino Varela Madrigal,10.87130814/l6a0d65,2025-06-27,Reclamo de Servicio,Registro Civil,En Línea,0.0,True,False,4,Media
2237,María Pilar Padilla Amaya,10.33523096/f6s3h54,2025-06-10,Licencia de Construcción,Desarrollo Urbano,Presencial,62320.9,False,False,21,Urgente
2238,Modesto Luna Alba,10.87963385/g2h1y87,2025-05-20,Solicitud de Partida de Nacimiento,Desarrollo Urbano,Presencial,0.0,False,False,42,Urgente
2239,Sarita Linares Suárez,10.34975266/q5o4i71,2025-05-31,Licencia de Funcionamiento,Desarrollo Urbano,Telefónico,690.89,False,True,31,Urgente
2240,Carlito Balaguer Raya,10.81534689/z8u3o31,2025-06-17,Solicitud de Partida de Nacimiento,Servicios Públicos,En Línea,0.0,True,True,14,Media
2241,Primitivo Portillo Villar,10.28453881/f4p1h06,2025-05-23,Permiso para Evento Público,Servicios Públicos,Presencial,561.66,True,False,39,Media
2242,Bernabé Cáceres,10.10199133/p2c0y08,2025-05-30,Licencia de Construcción,Servicios Públicos,Presencial,118183.23,True,False,32,Alta
2243,Bruno Rojas Ramón,10.89087175/q0j0f68,2025-06-11,Licencia de Construcción,Desarrollo Urbano,En Línea,66161.47,True,False,20,Media
2244,Corona Cañellas Olivera,10.54293012/f5t7i27,2025-06-28,Permiso para Evento Público,Desarrollo Urbano,Telefónico,465.14,False,False,3,Alta
2245,Flor Nerea Sacristán Chaparro,10.23369738/q2x0s08,2025-05-12,Solicitud de Partida de Nacimiento,Registro Civil,Presencial,0.0,True,False,50,Media
2246,Ignacio Izquierdo Lumbreras,10.92015063/f7y3w99,2025-05-20,Solicitud de Partida de Nacimiento,Desarrollo Urbano,En Línea,0.0,True,False,42,Media
2247,Encarnacion Martorell-Perea,10.15852046/h4b2l07,2025-06-30,Reclamo de Servicio,Registro Civil,Telefónico,0.0,True,False,1,Media
2248,Trinidad Ema Gomila Grande,10.96601166/q9f1m98,2025-05-02,Licencia de Funcionamiento,Servicios Públicos,Telefónico,821.16,True,False,60,Media
2249,Chucho Pellicer,10.65538259/t6z6w30,2025-05-10,Licencia de Funcionamiento,Seguridad Ciudadana,En Línea,2472.11,True,True,52,Urgente
2250,Bibiana Pintor Salas,10.58487832/y0t2c55,2025-05-08,Permiso para Evento Público,Servicios Públicos,Presencial,296.5,True,True,54,Urgente
2251,David Alcalde Morcillo,10.73577911/b6m8g70,2025-06-13,Pago de Impuestos,Desarrollo Urbano,Telefónico,7691.34,True,False,18,Media
2252,Vito Piñol-Daza,10.11430643/a8k2x46,2025-06-05,Licencia de Funcionamiento,Seguridad Ciudadana,En Línea,614.3,False,True,26,Urgente
2253,Bibiana Delgado,10.21833080/r5x9q35,2025-05-30,Reclamo de Servicio,Registro Civil,Telefónico,0.0,False,True,32,Urgente
2254,Imelda Florentina Salmerón Redondo,10.50564393/q4w3k76,2025-05-30,Reclamo de Servicio,Tesorería,En Línea,0.0,False,False,32,Urgente
2255,María Fernanda Castells Bartolomé,10.21084259/p9v0x13,2025-06-14,Licencia de Funcionamiento,Registro Civil,En Línea,2408.69,True,True,17,Alta
2256,Luz Alba Batalla Domínguez,10.56170428/b7v9f04,2025-06-08,Pago de Impuestos,Seguridad Ciudadana,En Línea,9504.38,False,True,23,Urgente
2257,Valeria Domínguez Armas,10.21529431/p3y9x09,2025-06-08,Reclamo de Servicio,Tesorería,Telefónico,0.0,True,True,23,Urgente
2258,Gabriel Gil Ferrer,10.97991872/h2c1x60,2025-05-03,Permiso para Evento Público,Seguridad Ciudadana,En Línea,974.59,False,False,59,Urgente
2259,Primitiva Vargas Álvarez,10.29391001/p0o6c60,2025-06-09,Licencia de Funcionamiento,Servicios Públicos,Telefónico,1189.9,False,False,22,Urgente
2260,Joaquina Bienvenida Álvarez Luque,10.35654257/d7k8a83,2025-06-05,Licencia de Funcionamiento,Tesorería,Presencial,1379.46,False,False,26,Urgente
2261,Sosimo Jenaro Molins Almeida,10.78904006/u7f4w91,2025-05-16,Pago de Impuestos,Registro Civil,Telefónico,1729.08,True,False,46,Media
2262,Lázaro Cervera Nicolau,10.22627078/m6f5d95,2025-06-23,Solicitud de Partida de Nacimiento,Desarrollo Urbano,En Línea,0.0,True,False,8,Baja
2263,Eloy Mayo Pozuelo,10.24104741/d5a8g82,2025-05-26,Reclamo de Servicio,Servicios Públicos,En Línea,0.0,True,False,36,Urgente
2264,Juan Bilbao Segarra,10.14584214/o7c0s60,2025-06-27,Reclamo de Servicio,Desarrollo Urbano,Telefónico,0.0,False,False,4,Urgente
2265,Encarna Tena Pedrosa,10.6445261/j0s5m24,2025-06-09,Solicitud de Partida de Nacimiento,Servicios Públicos,Presencial,0.0,True,False,22,Media
2266,Virgilio Alvarez-Villa,10.94942333/v3h5o60,2025-05-05,Licencia de Construcción,Servicios Públicos,Telefónico,118290.06,True,False,57,Alta
2267,Fortunata Osuna,10.11806762/z1g8k75,2025-06-15,Reclamo de Servicio,Seguridad Ciudadana,En Línea,0.0,True,False,16,Alta
2268,María Fernanda Fabregat-Casas,10.13600816/e9x1g21,2025-05-08,Licencia de Construcción,Desarrollo Urbano,Telefónico,32561.24,False,False,54,Urgente
2269,Tadeo Amorós Fabregat,10.33941597/g0z7w26,2025-06-16,Permiso para Evento Público,Registro Civil,En Línea,956.36,False,False,15,Alta
2270,Camilo Garcia Acedo,10.99037727/c7q6p77,2025-06-30,Solicitud de Partida de Nacimiento,Registro Civil,Telefónico,0.0,True,False,1,Baja
2271,Ximena Alba Santamaria,10.79866230/w6q4s95,2025-06-15,Reclamo de Servicio,Registro Civil,En Línea,0.0,True,False,16,Alta
2272,Luna Neira Salcedo,10.52116139/z8y7p33,2025-06-08,Permiso para Evento Público,Registro Civil,Telefónico,364.07,True,False,23,Media
2273,Rosalina Botella Carbajo,10.73462080/z5l7p22,2025-06-24,Solicitud de Partida de Nacimiento,Seguridad Ciudadana,Presencial,0.0,True,False,7,Baja
2274,Sandalio Uribe Polo,10.22943345/q4b2n80,2025-05-08,Licencia de Construcción,Tesorería,Telefónico,106512.81,True,False,54,Alta
2275,Gastón Matas Morales,10.48102545/u3z7l73,2025-06-20,Solicitud de Partida de Nacimiento,Registro Civil,En Línea,0.0,True,True,11,Media
2276,Rolando del Juliá,10.13045638/o4l7s22,2025-06-21,Reclamo de Servicio,Tesorería,Telefónico,0.0,False,True,10,Urgente
2277,Bautista Garzón Ríos,10.66536127/w1p7e62,2025-06-04,Solicitud de Partida de Nacimiento,Seguridad Ciudadana,Telefónico,0.0,True,False,27,Media
2278,Seve Vilaplana Toro,10.44019248/y5u9d90,2025-05-13,Reclamo de Servicio,Tesorería,Telefónico,0.0,False,False,49,Urgente
2279,Ernesto Ferrán Carballo,10.3172973/v5l4q97,2025-05-19,Reclamo de Servicio,Desarrollo Urbano,En Línea,0.0,True,False,43,Urgente
2280,Candelario Sanabria Tello,10.70477362/v4n1f73,2025-06-27,Solicitud de Partida de Nacimiento,Tesorería,Presencial,0.0,False,False,4,Alta
2281,Candela Bustos,10.92036840/q4o8i56,2025-05-02,Permiso para Evento Público,Desarrollo Urbano,Telefónico,359.23,True,False,60,Media
2282,Víctor Milla Bravo,10.43636505/w2v8t26,2025-05-07,Pago de Impuestos,Servicios Públicos,En Línea,8733.97,True,False,55,Media
2283,Plácido Luis Miguel Benavente Crespo,10.79729690/h3r0q89,2025-05-16,Licencia de Funcionamiento,Tesorería,Presencial,2173.66,False,False,46,Urgente
2284,Agustín de Sanjuan,10.72053528/n9l8j66,2025-05-30,Solicitud de Partida de Nacimiento,Tesorería,Presencial,0.0,True,False,32,Media
2285,Socorro Villalba Coloma,10.76071770/w2c8s69,2025-05-16,Permiso para Evento Público,Registro Civil,En Línea,774.24,True,False,46,Media
2286,Flor Aragonés Asenjo,10.38608641/n5g7a77,2025-05-04,Licencia de Funcionamiento,Desarrollo Urbano,Presencial,1795.51,True,False,58,Media
2287,Rodrigo Gregorio Monreal Tamarit,10.59657502/h5t9z64,2025-06-26,Permiso para Evento Público,Desarrollo Urbano,Presencial,238.99,True,False,5,Baja
2288,Benjamín Espejo Morata,10.69399797/m9i9o14,2025-05-31,Solicitud de Partida de Nacimiento,Registro Civil,Presencial,0.0,True,False,31,Media
2289,Víctor de Cazorla,10.77199969/k3u8q91,2025-06-12,Pago de Impuestos,Tesorería,Telefónico,9696.72,False,False,19,Urgente
2290,Raimundo Solana-Vera,10.68551784/c1k8k26,2025-06-27,Permiso para Evento Público,Desarrollo Urbano,Presencial,322.27,True,True,4,Media
2291,Maxi Valle,10.27478419/y0d7t26,2025-05-23,Licencia de Construcción,Desarrollo Urbano,En Línea,151881.19,True,False,39,Alta
2292,Yago Peñalver López,10.88749897/d9k1g61,2025-06-19,Reclamo de Servicio,Seguridad Ciudadana,En Línea,0.0,True,False,12,Media
2293,Epifanio Granados Ojeda,10.81111844/b7q5g72,2025-05-19,Licencia de Construcción,Registro Civil,Presencial,37476.28,True,False,43,Media
2294,Vicenta Cerezo Mateos,10.95868056/z0c7u00,2025-05-20,Reclamo de Servicio,Seguridad Ciudadana,Telefónico,0.0,True,False,42,Urgente
2295,Aránzazu Teruel,10.64719398/g1c5i16,2025-06-13,Reclamo de Servicio,Seguridad Ciudadana,Telefónico,0.0,True,False,18,Alta
2296,Raimundo Balaguer Perea,10.86098206/m4y1t51,2025-05-10,Reclamo de Servicio,Registro Civil,Presencial,0.0,True,False,52,Urgente
2297,Almudena Matas,10.30430981/b6q7r13,2025-06-15,Solicitud de Partida de Nacimiento,Registro Civil,Telefónico,0.0,True,False,16,Media
2298,Buenaventura Tolosa Alba,10.4501972/d2h5a96,2025-06-11,Licencia de Funcionamiento,Servicios Públicos,Presencial,1387.12,True,False,20,Media
2299,Bernardita Vergara Cornejo,10.61377887/z6b4p25,2025-05-05,Pago de Impuestos,Servicios Públicos,Presencial,5256.87,True,False,57,Media
2300,Lalo Chico-Luque,10.64264790/l5u6x98,2025-05-30,Solicitud de Partida de Nacimiento,Registro Civil,Presencial,0.0,True,True,32,Urgente
2301,Arcelia Diez,10.95980279/b5k6a14,2025-05-08,Licencia de Funcionamiento,Tesorería,Telefónico,1230.75,True,False,54,Media
2302,Marcos Alcaraz Mariscal,10.62054012/l1e2a20,2025-05-07,Pago de Impuestos,Seguridad Ciudadana,En Línea,8192.15,True,True,55,Urgente
2303,Jose Vilanova Pintor,10.50062049/o5y9b29,2025-05-18,Reclamo de Servicio,Seguridad Ciudadana,En Línea,0.0,True,False,44,Urgente
2304,Ismael Lopez Guerrero,10.53751329/f0g9b54,2025-05-03,Licencia de Funcionamiento,Desarrollo Urbano,Presencial,980.06,True,False,59,Media
2305,Samu Beltran Araujo,10.38691937/x7w8p75,2025-06-29,Pago de Impuestos,Desarrollo Urbano,Presencial,9643.71,False,True,2,Urgente
2306,Delia Cabanillas Ríos,10.90608184/m4w8r90,2025-05-18,Solicitud de Partida de Nacimiento,Servicios Públicos,En Línea,0.0,True,False,44,Media
2307,Rosario del Burgos,10.88019721/e1u8o82,2025-05-15,Licencia de Construcción,Desarrollo Urbano,En Línea,77339.66,True,False,47,Alta
2308,Remigio Merino Clavero,10.71841536/i8i8q15,2025-05-25,Permiso para Evento Público,Desarrollo Urbano,Presencial,955.69,True,False,37,Media
2309,Rogelio Nando Barrena Nogueira,10.16522179/j1n0z34,2025-05-11,Licencia de Funcionamiento,Seguridad Ciudadana,En Línea,762.73,True,False,51,Media
2310,Herberto Valencia Portillo,10.62331086/i1o7c09,2025-06-26,Licencia de Funcionamiento,Servicios Públicos,Presencial,1715.22,True,False,5,Baja
2311,Daniel Mancebo Pagès,10.76094721/m6r7j29,2025-06-30,Solicitud de Partida de Nacimiento,Tesorería,En Línea,0.0,True,True,1,Media
2312,Rosa Aranda Blasco,10.41522179/v4p8n76,2025-05-29,Licencia de Construcción,Servicios Públicos,En Línea,153544.72,True,False,33,Alta
2313,Xavier Cáceres Arribas,10.27692057/n8q8f35,2025-06-25,Reclamo de Servicio,Servicios Públicos,Presencial,0.0,True,False,6,Media
2314,Ariel Perea España,10.30337693/n2w7r79,2025-05-15,Licencia de Construcción,Seguridad Ciudadana,Presencial,161043.48,True,True,47,Urgente
2315,Cleto de Manjón,10.87568435/f3s8s83,2025-06-14,Solicitud de Partida de Nacimiento,Tesorería,Telefónico,0.0,False,False,17,Urgente
2316,Eric Abril Leon,10.12073452/d7n7r18,2025-05-12,Solicitud de Partida de Nacimiento,Tesorería,Telefónico,0.0,True,False,50,Media
2317,Íngrid del Castell,10.35084956/e7g6n29,2025-06-12,Licencia de Funcionamiento,Servicios Públicos,En Línea,985.76,False,False,19,Urgente
2318,Leticia de Rosa,10.94344598/w2r3q34,2025-06-04,Pago de Impuestos,Seguridad Ciudadana,Presencial,9875.59,False,False,27,Urgente
2319,Maricruz Urrutia Garrido,10.50758356/s9r2l99,2025-06-17,Solicitud de Partida de Nacimiento,Registro Civil,Presencial,0.0,True,False,14,Baja
2320,Miriam Amo Mate,10.7688850/a2w8y63,2025-06-17,Solicitud de Partida de Nacimiento,Registro Civil,Telefónico,0.0,True,True,14,Media
2321,Noa Llorente Alfonso,10.48108743/r7w6l22,2025-05-15,Licencia de Construcción,Registro Civil,En Línea,82764.0,True,False,47,Alta
2322,Reinaldo del Asenjo,10.94552819/v3q7a20,2025-06-14,Permiso para Evento Público,Seguridad Ciudadana,En Línea,278.21,True,True,17,Alta
2323,Francisco Javier Alberdi Belmonte,10.39677047/j7r8s85,2025-06-11,Licencia de Construcción,Servicios Públicos,En Línea,119174.11,True,True,20,Alta
2324,Ovidio Jacobo Feijoo Infante,10.72981500/w8y0m32,2025-05-15,Licencia de Construcción,Desarrollo Urbano,Telefónico,11018.54,False,False,47,Urgente
2325,Teodora Porcel León,10.90888189/i6s4s90,2025-06-21,Pago de Impuestos,Servicios Públicos,En Línea,4098.22,True,True,10,Media
2326,Flor Torre,10.27174685/k6y6f86,2025-06-04,Solicitud de Partida de Nacimiento,Registro Civil,Telefónico,0.0,True,False,27,Media
2327,Joan de Andrés,10.38680537/z9n9l22,2025-05-05,Licencia de Funcionamiento,Tesorería,En Línea,986.79,True,False,57,Media
2328,Bruno Guitart Albero,10.95070309/d7v9g72,2025-05-08,Solicitud de Partida de Nacimiento,Servicios Públicos,Presencial,0.0,False,True,54,Urgente
2329,Humberto García Buendía,10.5364107/q2e9d27,2025-06-05,Reclamo de Servicio,Registro Civil,Presencial,0.0,False,False,26,Urgente
2330,Josué del Llorente,10.12286079/h2q5a34,2025-06-21,Permiso para Evento Público,Registro Civil,Presencial,1060.02,True,True,10,Media
2331,Jennifer Herranz,10.43969421/b6o0h67,2025-05-10,Reclamo de Servicio,Seguridad Ciudadana,En Línea,0.0,True,False,52,Urgente
2332,Timoteo Vázquez Puig,10.46863820/m0z4k00,2025-06-29,Licencia de Construcción,Registro Civil,Telefónico,128704.53,True,False,2,Baja
2333,Margarita Priego Perales,10.5923414/h0c6u80,2025-06-14,Licencia de Funcionamiento,Registro Civil,En Línea,1763.57,True,True,17,Alta
2334,Leoncio Sotelo,10.20129751/f7w8y06,2025-05-20,Licencia de Construcción,Seguridad Ciudadana,En Línea,105748.19,True,False,42,Alta
2335,María Valero Morante,10.34623838/w8d7v95,2025-06-02,Pago de Impuestos,Tesorería,Presencial,4014.92,True,True,29,Alta
2336,Vidal Castillo Fabra,10.3586883/m2u0l95,2025-05-28,Licencia de Funcionamiento,Tesorería,Telefónico,605.56,True,False,34,Media
2337,Gil Beltrán Hoz,10.35334113/v1q7t42,2025-05-19,Solicitud de Partida de Nacimiento,Seguridad Ciudadana,En Línea,0.0,True,False,43,Media
2338,Carolina Alonso Bayona,10.58049654/s0z6i21,2025-05-20,Pago de Impuestos,Seguridad Ciudadana,Presencial,6752.11,False,False,42,Urgente
2339,Salomón Victor Cárdenas Teruel,10.2784239/m2x0l33,2025-06-22,Reclamo de Servicio,Registro Civil,Telefónico,0.0,True,False,9,Media
2340,Jose Antonio Rosell Trujillo,10.18779048/f3y3p06,2025-06-18,Reclamo de Servicio,Seguridad Ciudadana,Presencial,0.0,True,False,13,Media
2341,Rosario Chamorro Tomás,10.22530781/x3u3i97,2025-06-28,Solicitud de Partida de Nacimiento,Servicios Públicos,Telefónico,0.0,True,False,3,Baja
2342,Dimas Bustos Puig,10.23798261/k8s9f05,2025-05-12,Pago de Impuestos,Tesorería,Telefónico,7686.49,True,False,50,Media
2343,Ibán Gallo Mercader,10.35039153/a6z6f33,2025-05-10,Licencia de Funcionamiento,Servicios Públicos,En Línea,1254.79,True,False,52,Media
2344,Silvia Carla Arranz Borrell,10.80690572/o1b4m57,2025-05-31,Solicitud de Partida de Nacimiento,Registro Civil,En Línea,0.0,True,False,31,Media
2345,Teodosio Quevedo Bilbao,10.82605829/v5m2i90,2025-06-25,Permiso para Evento Público,Desarrollo Urbano,Telefónico,701.9,True,False,6,Baja
2346,Priscila Canals-Espejo,10.46154758/p7q1g42,2025-05-13,Permiso para Evento Público,Servicios Públicos,En Línea,623.81,True,False,49,Media
2347,Carmen María Jesús Fabra Escamilla,10.12390128/w4e4u88,2025-06-03,Permiso para Evento Público,Servicios Públicos,Telefónico,1225.19,False,False,28,Urgente
2348,Édgar Cantón Riquelme,10.6185770/v3j1m55,2025-05-17,Licencia de Construcción,Servicios Públicos,En Línea,103532.2,True,False,45,Alta
2349,César Figueroa Villena,10.74191743/g9t4z97,2025-05-21,Licencia de Construcción,Tesorería,En Línea,190729.38,True,False,41,Alta
2350,Domingo Adán Fajardo Andres,10.81850706/y2z0d35,2025-06-15,Solicitud de Partida de Nacimiento,Registro Civil,En Línea,0.0,True,True,16,Alta
2351,Aureliano Barranco Mata,10.78915723/x9c5p40,2025-05-22,Licencia de Funcionamiento,Seguridad Ciudadana,Presencial,647.85,False,False,40,Urgente
2352,Mariana Castañeda-Téllez,10.45625492/g1q6g56,2025-05-16,Solicitud de Partida de Nacimiento,Desarrollo Urbano,Presencial,0.0,False,True,46,Urgente
2353,Gabino Ceferino Montserrat Alcaraz,10.83736493/f4k3m39,2025-06-03,Reclamo de Servicio,Seguridad Ciudadana,En Línea,0.0,True,True,28,Urgente
2354,José del Palmer,10.98903910/d5y0r40,2025-06-23,Licencia de Construcción,Tesorería,Telefónico,62193.4,True,False,8,Baja
2355,Ileana Catalina Ribes Carbó,10.46880116/s6v1z99,2025-05-23,Reclamo de Servicio,Tesorería,En Línea,0.0,True,False,39,Urgente
2356,Olegario Albero Prada,10.34748815/v8d5f38,2025-06-09,Pago de Impuestos,Servicios Públicos,Presencial,3552.36,False,False,22,Urgente
2357,Javi Moles Palomino,10.19584664/x0f4g26,2025-05-05,Licencia de Funcionamiento,Tesorería,Telefónico,506.36,False,False,57,Urgente
2358,Teófila Bertrán,10.45309925/j3e0m23,2025-05-29,Pago de Impuestos,Tesorería,Telefónico,2600.23,True,False,33,Media
2359,Graciano del Ramírez,10.64998409/c2q7p05,2025-06-29,Licencia de Construcción,Servicios Públicos,Presencial,121734.21,True,False,2,Baja
2360,Pía Saez Mendizábal,10.19071008/p9x8s07,2025-05-23,Solicitud de Partida de Nacimiento,Tesorería,Presencial,0.0,True,False,39,Media
2361,Vera Viñas Escamilla,10.17129123/h7b0j02,2025-05-19,Pago de Impuestos,Tesorería,Telefónico,2228.2,False,False,43,Urgente
2362,Samuel Miralles,10.90571121/i9a1r84,2025-05-02,Pago de Impuestos,Desarrollo Urbano,En Línea,4775.79,False,False,60,Urgente
2363,Cristian Bartolomé Palacio Vázquez,10.2738533/e3l7l27,2025-06-01,Solicitud de Partida de Nacimiento,Seguridad Ciudadana,En Línea,0.0,True,False,30,Media
2364,América Céspedes Uribe,10.11140256/h8h7n70,2025-06-13,Pago de Impuestos,Seguridad Ciudadana,En Línea,4673.52,True,False,18,Media
2365,Elba del Báez,10.2956011/y9o7k18,2025-06-11,Licencia de Funcionamiento,Tesorería,Presencial,886.77,True,False,20,Media
2366,Agustina Prado Canet,10.96418094/m4d5z27,2025-06-07,Licencia de Construcción,Tesorería,Presencial,143975.91,True,False,24,Media
2367,Judith Yolanda Sierra Aramburu,10.94313920/r8q4e84,2025-05-17,Reclamo de Servicio,Desarrollo Urbano,En Línea,0.0,False,False,45,Urgente
2368,Etelvina Oliveras Pla,10.7733045/x4e7e77,2025-05-17,Permiso para Evento Público,Tesorería,Presencial,414.44,True,False,45,Media
2369,Ramona Borrás Alcalá,10.52306329/u2x3a45,2025-05-07,Reclamo de Servicio,Tesorería,Presencial,0.0,True,False,55,Urgente
2370,Edu Ripoll Barbero,10.68332626/y2z1u88,2025-06-21,Licencia de Construcción,Tesorería,En Línea,85440.54,True,False,10,Baja
2371,Clotilde Muro Urrutia,10.5447122/r0f4o70,2025-06-03,Permiso para Evento Público,Servicios Públicos,En Línea,597.3,True,False,28,Media
2372,Renato Novoa Múñiz,10.92311026/r8g5w06,2025-06-11,Solicitud de Partida de Nacimiento,Servicios Públicos,Telefónico,0.0,True,False,20,Media
2373,Kike Contreras-Gallo,10.73157836/k4f2t78,2025-05-10,Licencia de Construcción,Tesorería,En Línea,32621.86,False,False,52,Urgente
2374,Mercedes Urrutia,10.35582294/w7u4h74,2025-05-06,Solicitud de Partida de Nacimiento,Tesorería,En Línea,0.0,True,False,56,Media
2375,Tania Zamorano,10.51569232/s5a8u13,2025-05-15,Reclamo de Servicio,Tesorería,Telefónico,0.0,True,False,47,Urgente
2376,Amando de Lucena,10.59014548/v6l3e05,2025-05-26,Licencia de Construcción,Servicios Públicos,En Línea,63292.45,True,False,36,Alta
2377,María Dolores Cerdá Blanch,10.15369481/k6d9x73,2025-05-11,Pago de Impuestos,Seguridad Ciudadana,En Línea,7847.8,True,False,51,Media
2378,Lilia Jódar-Cañas,10.48528892/y9a3n14,2025-06-09,Reclamo de Servicio,Tesorería,Presencial,0.0,False,False,22,Urgente
2379,Marcial Roselló Sureda,10.25538518/g5p7a41,2025-06-03,Permiso para Evento Público,Registro Civil,Presencial,460.7,True,True,28,Alta
2380,Sergio del Farré,10.55726937/x9v8u64,2025-06-30,Pago de Impuestos,Servicios Públicos,Telefónico,150.96,False,False,1,Alta
2381,Quique Herrera Carreño,10.39715661/s5t3f74,2025-06-29,Permiso para Evento Público,Seguridad Ciudadana,En Línea,238.69,True,False,2,Baja
2382,Jose Ignacio Escudero Ortega,10.21591849/e9p1m96,2025-06-23,Reclamo de Servicio,Registro Civil,En Línea,0.0,True,False,8,Media
2383,Socorro Guijarro,10.97595980/h3o8s86,2025-06-17,Licencia de Construcción,Servicios Públicos,Telefónico,56658.04,True,False,14,Baja
2384,Remigio Cabañas Ferrero,10.74063071/v3d7u75,2025-05-31,Permiso para Evento Público,Desarrollo Urbano,En Línea,1247.19,False,False,31,Urgente
2385,Sofía Colomer Gras,10.52691474/d9d9u16,2025-05-18,Reclamo de Servicio,Tesorería,En Línea,0.0,True,False,44,Urgente
2386,Samu Jaén Gallo,10.29783801/i5b9o58,2025-05-20,Licencia de Funcionamiento,Servicios Públicos,Presencial,2111.52,True,True,42,Urgente
2387,Florinda Serna-Sebastián,10.63125006/t5e0u50,2025-06-09,Licencia de Funcionamiento,Tesorería,Telefónico,1076.05,False,False,22,Urgente
2388,Isidro Cózar Codina,10.43337993/o9q2q62,2025-06-05,Pago de Impuestos,Tesorería,En Línea,7930.44,False,False,26,Urgente
2389,Reynaldo de Gil,10.34166016/t0e4m93,2025-06-21,Licencia de Funcionamiento,Registro Civil,Telefónico,795.38,False,False,10,Alta
2390,Lucila Gracia Castellanos,10.858520/h9o3q65,2025-06-03,Permiso para Evento Público,Registro Civil,En Línea,332.26,True,False,28,Media
2391,Ruth Bonet Saavedra,10.49602042/t1w2p73,2025-06-13,Licencia de Construcción,Seguridad Ciudadana,En Línea,120283.21,True,False,18,Media
2392,Paco Navarro Robles,10.53116750/e4v2w31,2025-06-26,Pago de Impuestos,Desarrollo Urbano,Telefónico,1242.82,True,False,5,Baja
2393,Apolinar Castilla Perez,10.83840225/q5m5c47,2025-06-14,Solicitud de Partida de Nacimiento,Servicios Públicos,En Línea,0.0,True,False,17,Media
2394,Rufino Mariscal Guzman,10.35862700/i3y2m45,2025-06-21,Licencia de Construcción,Desarrollo Urbano,Presencial,96172.61,True,False,10,Baja
2395,Eduardo de Roman,10.81438646/z3c1i12,2025-06-07,Licencia de Funcionamiento,Desarrollo Urbano,En Línea,842.76,True,True,24,Alta
2396,Violeta Carpio Luís,10.41827061/f8f4g52,2025-06-25,Solicitud de Partida de Nacimiento,Registro Civil,Presencial,0.0,True,False,6,Baja
2397,Abigaíl del Pinilla,10.74769590/z0r0u46,2025-05-08,Pago de Impuestos,Seguridad Ciudadana,Telefónico,4354.18,True,True,54,Urgente
2398,Visitación Somoza-Castilla,10.95377621/h4l3u18,2025-05-14,Reclamo de Servicio,Registro Civil,Telefónico,0.0,True,False,48,Urgente
2399,Pepe Castilla Ramis,10.12567444/v5c9j53,2025-05-25,Licencia de Construcción,Registro Civil,Presencial,29341.04,True,False,37,Media
2400,Dimas Almansa Mendizábal,10.12123359/h3e1i75,2025-06-18,Reclamo de Servicio,Registro Civil,En Línea,0.0,True,False,13,Media
2401,Américo Carpio Jáuregui,10.98003923/o2r7b66,2025-05-18,Pago de Impuestos,Registro Civil,Presencial,2661.2,True,False,44,Media
2402,Abel Monreal Lozano,10.24897089/d5h8u84,2025-05-15,Pago de Impuestos,Registro Civil,En Línea,458.11,False,False,47,Urgente
2403,Vito Martorell,10.50094010/f0r1p37,2025-05-21,Solicitud de Partida de Nacimiento,Tesorería,Presencial,0.0,True,False,41,Media
2404,Baldomero Agapito Bru Orozco,10.49889818/f5n7j43,2025-05-03,Permiso para Evento Público,Registro Civil,En Línea,417.99,False,False,59,Urgente
2405,Teodosio Roig Maldonado,10.13159292/n4k9g46,2025-06-27,Reclamo de Servicio,Registro Civil,Telefónico,0.0,False,False,4,Urgente
2406,Bonifacio Olmo Tolosa,10.76338217/z4h7k89,2025-05-02,Solicitud de Partida de Nacimiento,Tesorería,Telefónico,0.0,True,False,60,Media
2407,Dimas Cañellas Benito,10.89731301/k8e7m16,2025-06-24,Permiso para Evento Público,Servicios Públicos,Telefónico,685.64,True,False,7,Baja
2408,Violeta Liliana Zabala Rovira,10.33452025/e9y5o82,2025-05-11,Permiso para Evento Público,Registro Civil,Telefónico,325.5,True,False,51,Media
2409,Adelia Azcona-Valera,10.12565607/p6l5q78,2025-06-15,Solicitud de Partida de Nacimiento,Servicios Públicos,Telefónico,0.0,True,False,16,Media
2410,Rafael Expósito Ferrer,10.64626702/j3w6z98,2025-05-25,Permiso para Evento Público,Registro Civil,En Línea,1080.04,True,False,37,Media
2411,Alberto Miranda Menendez,10.6192937/v0i6x86,2025-05-15,Solicitud de Partida de Nacimiento,Tesorería,Telefónico,0.0,True,False,47,Media
2412,Mayte Paredes Nadal,10.53166455/x3h2r68,2025-05-19,Licencia de Construcción,Tesorería,En Línea,121480.3,True,True,43,Urgente
